from_map,from_x,from_y,to_map,to_x,to_y,warp_type,notes
SEAFOAM_ISLANDS_B3F,25,4,SEAFOAM_ISLANDS_B4F,25,4,stairs,To SEAFOAM_ISLANDS_B4F
SEAFOAM_ISLANDS_B3F,8,6,SEAFOAM_ISLANDS_B4F,11,7,stairs,To SEAFOAM_ISLANDS_B4F
SEAFOAM_ISLANDS_B3F,5,12,SEAFOAM_ISLANDS_B2F,5,13,stairs,To SEAFOAM_ISLANDS_B2F
SEAFOAM_ISLANDS_B3F,25,14,SEAFOAM_ISLANDS_B2F,25,14,stairs,To SEAFOAM_ISLANDS_B2F
SEAFOAM_ISLANDS_B3F,20,17,SEAFOAM_ISLANDS_B4F,20,17,stairs,To SEAFOAM_ISLANDS_B4F
SEAFOAM_ISLANDS_B3F,21,17,SEAFOAM_ISLANDS_B4F,21,17,stairs,To SEAFOAM_ISLANDS_B4F
SEAFOAM_ISLANDS_B4F,25,4,SEAFOAM_ISLANDS_B3F,25,4,stairs,To SEAFOAM_ISLANDS_B3F
SEAFOAM_ISLANDS_B4F,11,7,SEAFOAM_ISLANDS_B3F,8,6,stairs,To SEAFOAM_ISLANDS_B3F
SEAFOAM_ISLANDS_B4F,20,17,SEAFOAM_ISLANDS_B3F,20,17,stairs,To SEAFOAM_ISLANDS_B3F
SEAFOAM_ISLANDS_B4F,21,17,SEAFOAM_ISLANDS_B3F,21,17,stairs,To SEAFOAM_ISLANDS_B3F
SILPH_CO_10F,8,0,SILPH_CO_9F,14,0,stairs,To SILPH_CO_9F
SILPH_CO_10F,10,0,SILPH_CO_11F,9,0,stairs,To SILPH_CO_11F
SILPH_CO_10F,12,0,SILPH_CO_ELEVATOR,1,3,stairs,To SILPH_CO_ELEVATOR
SILPH_CO_10F,13,7,SILPH_CO_4F,17,11,stairs,To SILPH_CO_4F
SILPH_CO_10F,9,11,SILPH_CO_4F,11,7,stairs,To SILPH_CO_4F
SILPH_CO_10F,13,15,SILPH_CO_4F,3,15,stairs,To SILPH_CO_4F
SILPH_CO_11F,9,0,SILPH_CO_10F,10,0,stairs,To SILPH_CO_10F
SILPH_CO_11F,13,0,SILPH_CO_ELEVATOR,1,3,stairs,To SILPH_CO_ELEVATOR
SILPH_CO_11F,3,2,SILPH_CO_7F,5,7,stairs,To SILPH_CO_7F
SILPH_CO_1F,20,0,SILPH_CO_ELEVATOR,1,3,stairs,To SILPH_CO_ELEVATOR
SILPH_CO_1F,26,0,SILPH_CO_2F,24,0,stairs,To SILPH_CO_2F
SILPH_CO_1F,16,10,SILPH_CO_3F,27,3,stairs,To SILPH_CO_3F
SILPH_CO_1F,10,17,SAFFRON_CITY,18,21,door,To SAFFRON_CITY
SILPH_CO_2F,20,0,SILPH_CO_ELEVATOR,1,3,stairs,To SILPH_CO_ELEVATOR
SILPH_CO_2F,24,0,SILPH_CO_1F,26,0,stairs,To SILPH_CO_1F
SILPH_CO_2F,26,0,SILPH_CO_3F,26,0,stairs,To SILPH_CO_3F
SILPH_CO_2F,3,3,SILPH_CO_3F,27,3,stairs,To SILPH_CO_3F
SILPH_CO_2F,13,3,SILPH_CO_8F,3,15,stairs,To SILPH_CO_8F
SILPH_CO_2F,9,15,SILPH_CO_6F,23,3,stairs,To SILPH_CO_6F
SILPH_CO_2F,27,15,SILPH_CO_8F,11,5,stairs,To SILPH_CO_8F
SILPH_CO_3F,20,0,SILPH_CO_ELEVATOR,1,3,stairs,To SILPH_CO_ELEVATOR
SILPH_CO_3F,24,0,SILPH_CO_4F,24,0,stairs,To SILPH_CO_4F
SILPH_CO_3F,26,0,SILPH_CO_2F,26,0,stairs,To SILPH_CO_2F
SILPH_CO_3F,3,3,SILPH_CO_5F,11,5,stairs,To SILPH_CO_5F
SILPH_CO_3F,27,3,SILPH_CO_2F,3,3,stairs,To SILPH_CO_2F
SILPH_CO_3F,3,11,SILPH_CO_9F,9,3,stairs,To SILPH_CO_9F
SILPH_CO_3F,11,11,SILPH_CO_7F,5,3,stairs,To SILPH_CO_7F
SILPH_CO_3F,23,11,SILPH_CO_3F,27,15,door,To SILPH_CO_3F
SILPH_CO_3F,3,15,SILPH_CO_5F,3,15,stairs,To SILPH_CO_5F
SILPH_CO_3F,27,15,SILPH_CO_3F,23,11,door,To SILPH_CO_3F
SILPH_CO_4F,20,0,SILPH_CO_ELEVATOR,1,3,stairs,To SILPH_CO_ELEVATOR
SILPH_CO_4F,24,0,SILPH_CO_3F,24,0,stairs,To SILPH_CO_3F
SILPH_CO_4F,26,0,SILPH_CO_5F,26,0,stairs,To SILPH_CO_5F
SILPH_CO_4F,17,3,SILPH_CO_6F,3,3,stairs,To SILPH_CO_6F
SILPH_CO_4F,11,7,SILPH_CO_10F,9,11,stairs,To SILPH_CO_10F
SILPH_CO_4F,17,11,SILPH_CO_10F,13,7,stairs,To SILPH_CO_10F
SILPH_CO_4F,3,15,SILPH_CO_10F,13,15,stairs,To SILPH_CO_10F
SILPH_CO_5F,20,0,SILPH_CO_ELEVATOR,1,3,stairs,To SILPH_CO_ELEVATOR
SILPH_CO_5F,24,0,SILPH_CO_6F,14,0,stairs,To SILPH_CO_6F
SILPH_CO_5F,26,0,SILPH_CO_4F,26,0,stairs,To SILPH_CO_4F
SILPH_CO_5F,27,3,SILPH_CO_7F,21,15,stairs,To SILPH_CO_7F
SILPH_CO_5F,11,5,SILPH_CO_3F,3,3,stairs,To SILPH_CO_3F
SILPH_CO_5F,3,15,SILPH_CO_3F,3,15,stairs,To SILPH_CO_3F
SILPH_CO_5F,9,15,SILPH_CO_9F,17,15,stairs,To SILPH_CO_9F
SILPH_CO_6F,14,0,SILPH_CO_5F,24,0,stairs,To SILPH_CO_5F
SILPH_CO_6F,16,0,SILPH_CO_7F,22,0,stairs,To SILPH_CO_7F
SILPH_CO_6F,18,0,SILPH_CO_ELEVATOR,1,3,stairs,To SILPH_CO_ELEVATOR
SILPH_CO_6F,3,3,SILPH_CO_4F,17,3,stairs,To SILPH_CO_4F
SILPH_CO_6F,23,3,SILPH_CO_2F,9,15,stairs,To SILPH_CO_2F
SILPH_CO_7F,16,0,SILPH_CO_8F,14,0,stairs,To SILPH_CO_8F
SILPH_CO_7F,18,0,SILPH_CO_ELEVATOR,1,3,stairs,To SILPH_CO_ELEVATOR
SILPH_CO_7F,22,0,SILPH_CO_6F,16,0,stairs,To SILPH_CO_6F
SILPH_CO_7F,5,3,SILPH_CO_3F,11,11,stairs,To SILPH_CO_3F
SILPH_CO_7F,5,7,SILPH_CO_11F,3,2,stairs,To SILPH_CO_11F
SILPH_CO_7F,21,15,SILPH_CO_5F,27,3,stairs,To SILPH_CO_5F
SILPH_CO_8F,14,0,SILPH_CO_7F,16,0,stairs,To SILPH_CO_7F
SILPH_CO_8F,16,0,SILPH_CO_9F,16,0,stairs,To SILPH_CO_9F
SILPH_CO_8F,18,0,SILPH_CO_ELEVATOR,1,3,stairs,To SILPH_CO_ELEVATOR
SILPH_CO_8F,11,5,SILPH_CO_2F,27,15,stairs,To SILPH_CO_2F
SILPH_CO_8F,11,9,SILPH_CO_8F,3,11,door,To SILPH_CO_8F
SILPH_CO_8F,3,11,SILPH_CO_8F,11,9,door,To SILPH_CO_8F
SILPH_CO_8F,3,15,SILPH_CO_2F,13,3,stairs,To SILPH_CO_2F
SILPH_CO_9F,14,0,SILPH_CO_10F,8,0,stairs,To SILPH_CO_10F
SILPH_CO_9F,16,0,SILPH_CO_8F,16,0,stairs,To SILPH_CO_8F
SILPH_CO_9F,18,0,SILPH_CO_ELEVATOR,1,3,stairs,To SILPH_CO_ELEVATOR
SILPH_CO_9F,9,3,SILPH_CO_3F,3,11,stairs,To SILPH_CO_3F
SILPH_CO_9F,17,15,SILPH_CO_5F,9,15,stairs,To SILPH_CO_5F
SILPH_CO_ELEVATOR,1,3,SILPH_CO_1F,20,0,stairs,To SILPH_CO_1F
SILPH_CO_ELEVATOR,1,3,SILPH_CO_2F,20,0,stairs,To SILPH_CO_2F
SILPH_CO_ELEVATOR,1,3,SILPH_CO_3F,20,0,stairs,To SILPH_CO_3F
SILPH_CO_ELEVATOR,1,3,SILPH_CO_4F,20,0,stairs,To SILPH_CO_4F
SILPH_CO_ELEVATOR,1,3,SILPH_CO_5F,20,0,stairs,To SILPH_CO_5F
SILPH_CO_ELEVATOR,1,3,SILPH_CO_6F,18,0,stairs,To SILPH_CO_6F
SILPH_CO_ELEVATOR,1,3,SILPH_CO_7F,18,0,stairs,To SILPH_CO_7F
SILPH_CO_ELEVATOR,1,3,SILPH_CO_8F,18,0,stairs,To SILPH_CO_8F
SILPH_CO_ELEVATOR,1,3,SILPH_CO_9F,18,0,stairs,To SILPH_CO_9F
SILPH_CO_ELEVATOR,1,3,SILPH_CO_10F,12,0,stairs,To SILPH_CO_10F
SILPH_CO_ELEVATOR,1,3,SILPH_CO_11F,13,0,stairs,To SILPH_CO_11F
SS_ANNE_1F,26,0,VERMILION_DOCK,14,2,door,To VERMILION_DOCK
SS_ANNE_1F,27,0,VERMILION_DOCK,14,2,door,To VERMILION_DOCK
SS_ANNE_1F,2,6,SS_ANNE_2F,2,4,stairs,To SS_ANNE_2F
SS_ANNE_1F,7,8,SS_ANNE_1F_ROOMS,20,10,door,To SS_ANNE_1F_ROOMS
SS_ANNE_1F,11,8,SS_ANNE_1F_ROOMS,10,10,door,To SS_ANNE_1F_ROOMS
SS_ANNE_1F,15,8,SS_ANNE_1F_ROOMS,0,10,door,To SS_ANNE_1F_ROOMS
SS_ANNE_1F,19,8,SS_ANNE_1F_ROOMS,20,0,door,To SS_ANNE_1F_ROOMS
SS_ANNE_1F,23,8,SS_ANNE_1F_ROOMS,10,0,door,To SS_ANNE_1F_ROOMS
SS_ANNE_1F,31,8,SS_ANNE_1F_ROOMS,0,0,door,To SS_ANNE_1F_ROOMS
SS_ANNE_1F,37,15,SS_ANNE_B1F,27,5,stairs,To SS_ANNE_B1F
SS_ANNE_1F,3,16,SS_ANNE_KITCHEN,6,0,door,To SS_ANNE_KITCHEN
SS_ANNE_1F_ROOMS,0,0,SS_ANNE_1F,31,8,door,To SS_ANNE_1F
SS_ANNE_1F_ROOMS,10,0,SS_ANNE_1F,23,8,door,To SS_ANNE_1F
SS_ANNE_1F_ROOMS,20,0,SS_ANNE_1F,19,8,door,To SS_ANNE_1F
SS_ANNE_1F_ROOMS,0,10,SS_ANNE_1F,15,8,door,To SS_ANNE_1F
SS_ANNE_1F_ROOMS,10,10,SS_ANNE_1F,11,8,door,To SS_ANNE_1F
SS_ANNE_1F_ROOMS,20,10,SS_ANNE_1F,7,8,door,To SS_ANNE_1F
SS_ANNE_2F,2,4,SS_ANNE_1F,2,6,stairs,To SS_ANNE_1F
SS_ANNE_2F,36,4,SS_ANNE_CAPTAINS_ROOM,0,7,door,To SS_ANNE_CAPTAINS_ROOM
SS_ANNE_2F,9,11,SS_ANNE_2F_ROOMS,2,5,door,To SS_ANNE_2F_ROOMS
SS_ANNE_2F,13,11,SS_ANNE_2F_ROOMS,12,5,door,To SS_ANNE_2F_ROOMS
SS_ANNE_2F,17,11,SS_ANNE_2F_ROOMS,22,5,door,To SS_ANNE_2F_ROOMS
SS_ANNE_2F,21,11,SS_ANNE_2F_ROOMS,2,15,door,To SS_ANNE_2F_ROOMS
SS_ANNE_2F,25,11,SS_ANNE_2F_ROOMS,12,15,door,To SS_ANNE_2F_ROOMS
SS_ANNE_2F,29,11,SS_ANNE_2F_ROOMS,22,15,door,To SS_ANNE_2F_ROOMS
SS_ANNE_2F,2,12,SS_ANNE_3F,19,3,stairs,To SS_ANNE_3F
SS_ANNE_2F_ROOMS,2,5,SS_ANNE_2F,9,11,door,To SS_ANNE_2F
SS_ANNE_2F_ROOMS,3,5,SS_ANNE_2F,9,11,door,To SS_ANNE_2F
SS_ANNE_2F_ROOMS,12,5,SS_ANNE_2F,13,11,door,To SS_ANNE_2F
SS_ANNE_2F_ROOMS,13,5,SS_ANNE_2F,13,11,door,To SS_ANNE_2F
SS_ANNE_2F_ROOMS,22,5,SS_ANNE_2F,17,11,door,To SS_ANNE_2F
SS_ANNE_2F_ROOMS,23,5,SS_ANNE_2F,17,11,door,To SS_ANNE_2F
SS_ANNE_2F_ROOMS,2,15,SS_ANNE_2F,21,11,door,To SS_ANNE_2F
SS_ANNE_2F_ROOMS,3,15,SS_ANNE_2F,21,11,door,To SS_ANNE_2F
SS_ANNE_2F_ROOMS,12,15,SS_ANNE_2F,25,11,door,To SS_ANNE_2F
SS_ANNE_2F_ROOMS,13,15,SS_ANNE_2F,25,11,door,To SS_ANNE_2F
SS_ANNE_2F_ROOMS,22,15,SS_ANNE_2F,29,11,door,To SS_ANNE_2F
SS_ANNE_2F_ROOMS,23,15,SS_ANNE_2F,29,11,door,To SS_ANNE_2F
SS_ANNE_3F,0,3,SS_ANNE_BOW,13,6,door,To SS_ANNE_BOW
SS_ANNE_3F,19,3,SS_ANNE_2F,2,12,stairs,To SS_ANNE_2F
SS_ANNE_B1F,7,3,SS_ANNE_B1F_ROOMS,2,5,door,To SS_ANNE_B1F_ROOMS
SS_ANNE_B1F,11,3,SS_ANNE_B1F_ROOMS,12,5,door,To SS_ANNE_B1F_ROOMS
SS_ANNE_B1F,15,3,SS_ANNE_B1F_ROOMS,22,5,door,To SS_ANNE_B1F_ROOMS
SS_ANNE_B1F,19,3,SS_ANNE_B1F_ROOMS,2,15,door,To SS_ANNE_B1F_ROOMS
SS_ANNE_B1F,23,3,SS_ANNE_B1F_ROOMS,12,15,door,To SS_ANNE_B1F_ROOMS
SS_ANNE_B1F,27,5,SS_ANNE_1F,37,15,stairs,To SS_ANNE_1F
SS_ANNE_B1F_ROOMS,2,5,SS_ANNE_B1F,7,3,door,To SS_ANNE_B1F
SS_ANNE_B1F_ROOMS,3,5,SS_ANNE_B1F,7,3,door,To SS_ANNE_B1F
SS_ANNE_B1F_ROOMS,12,5,SS_ANNE_B1F,11,3,door,To SS_ANNE_B1F
SS_ANNE_B1F_ROOMS,13,5,SS_ANNE_B1F,11,3,door,To SS_ANNE_B1F
SS_ANNE_B1F_ROOMS,22,5,SS_ANNE_B1F,15,3,door,To SS_ANNE_B1F
SS_ANNE_B1F_ROOMS,23,5,SS_ANNE_B1F,15,3,door,To SS_ANNE_B1F
SS_ANNE_B1F_ROOMS,2,15,SS_ANNE_B1F,19,3,door,To SS_ANNE_B1F
SS_ANNE_B1F_ROOMS,3,15,SS_ANNE_B1F,19,3,door,To SS_ANNE_B1F
SS_ANNE_B1F_ROOMS,12,15,SS_ANNE_B1F,23,3,door,To SS_ANNE_B1F
SS_ANNE_B1F_ROOMS,13,15,SS_ANNE_B1F,23,3,door,To SS_ANNE_B1F
SS_ANNE_BOW,13,6,SS_ANNE_3F,0,3,door,To SS_ANNE_3F
SS_ANNE_BOW,13,7,SS_ANNE_3F,0,3,door,To SS_ANNE_3F
SS_ANNE_CAPTAINS_ROOM,0,7,SS_ANNE_2F,36,4,door,To SS_ANNE_2F
SS_ANNE_KITCHEN,6,0,SS_ANNE_1F,3,16,door,To SS_ANNE_1F
SUMMER_BEACH_HOUSE,2,7,ROUTE_19,5,9,door,To ROUTE_19
UNDERGROUND_PATH_NORTH_SOUTH,5,4,UNDERGROUND_PATH_ROUTE_5,4,4,door,To UNDERGROUND_PATH_ROUTE_5
UNDERGROUND_PATH_NORTH_SOUTH,2,41,UNDERGROUND_PATH_ROUTE_6,4,4,door,To UNDERGROUND_PATH_ROUTE_6
UNDERGROUND_PATH_ROUTE_5,4,4,UNDERGROUND_PATH_NORTH_SOUTH,5,4,door,To UNDERGROUND_PATH_NORTH_SOUTH
UNDERGROUND_PATH_ROUTE_5,3,7,ROUTE_5,17,27,door,To ROUTE_5
UNDERGROUND_PATH_ROUTE_6,4,4,UNDERGROUND_PATH_NORTH_SOUTH,2,41,door,To UNDERGROUND_PATH_NORTH_SOUTH
UNDERGROUND_PATH_ROUTE_6,3,7,ROUTE_6,17,13,door,To ROUTE_6
UNDERGROUND_PATH_ROUTE_7,4,4,UNDERGROUND_PATH_WEST_EAST,2,5,door,To UNDERGROUND_PATH_WEST_EAST
UNDERGROUND_PATH_ROUTE_7,3,7,ROUTE_7,5,13,door,To ROUTE_7
UNDERGROUND_PATH_ROUTE_8,4,4,UNDERGROUND_PATH_WEST_EAST,47,2,door,To UNDERGROUND_PATH_WEST_EAST
UNDERGROUND_PATH_ROUTE_8,3,7,ROUTE_8,13,3,door,To ROUTE_8
UNDERGROUND_PATH_WEST_EAST,47,2,UNDERGROUND_PATH_ROUTE_8,4,4,door,To UNDERGROUND_PATH_ROUTE_8
UNDERGROUND_PATH_WEST_EAST,2,5,UNDERGROUND_PATH_ROUTE_7,4,4,door,To UNDERGROUND_PATH_ROUTE_7
VERMILION_CITY,31,0,ROUTE_6,19,35,edge,North edge to ROUTE_6
VERMILION_CITY,7,3,VERMILION_OLD_ROD_HOUSE,2,7,door,To VERMILION_OLD_ROD_HOUSE
VERMILION_CITY,11,3,VERMILION_POKECENTER,3,7,door,To VERMILION_POKECENTER
VERMILION_CITY,39,7,ROUTE_11,0,0,edge,East edge to ROUTE_11
VERMILION_CITY,9,13,POKEMON_FAN_CLUB,2,7,door,To POKEMON_FAN_CLUB
VERMILION_CITY,15,13,VERMILION_TRADE_HOUSE,2,7,door,To VERMILION_TRADE_HOUSE
VERMILION_CITY,23,13,VERMILION_MART,3,7,door,To VERMILION_MART
VERMILION_CITY,12,19,VERMILION_GYM,4,17,door,To VERMILION_GYM
VERMILION_CITY,23,19,VERMILION_PIDGEY_HOUSE,2,7,door,To VERMILION_PIDGEY_HOUSE
VERMILION_CITY,18,31,VERMILION_DOCK,14,0,door,To VERMILION_DOCK
VERMILION_CITY,19,31,VERMILION_DOCK,14,0,door,To VERMILION_DOCK
VERMILION_DOCK,14,0,VERMILION_CITY,18,31,door,To VERMILION_CITY
VERMILION_DOCK,14,2,SS_ANNE_1F,27,0,door,To SS_ANNE_1F
VERMILION_GYM,4,17,VERMILION_CITY,12,19,door,To VERMILION_CITY
VERMILION_MART,3,7,VERMILION_CITY,23,13,door,To VERMILION_CITY
VERMILION_OLD_ROD_HOUSE,2,7,VERMILION_CITY,7,3,door,To VERMILION_CITY
VERMILION_PIDGEY_HOUSE,2,7,VERMILION_CITY,23,19,door,To VERMILION_CITY
VERMILION_POKECENTER,3,7,VERMILION_CITY,11,3,door,To VERMILION_CITY
VERMILION_TRADE_HOUSE,2,7,VERMILION_CITY,15,13,door,To VERMILION_CITY
VICTORY_ROAD_1F,1,1,VICTORY_ROAD_2F,0,8,stairs,To VICTORY_ROAD_2F
VICTORY_ROAD_1F,8,17,ROUTE_23,4,31,door,To ROUTE_23
VICTORY_ROAD_2F,1,1,VICTORY_ROAD_3F,2,0,stairs,To VICTORY_ROAD_3F
VICTORY_ROAD_2F,23,7,VICTORY_ROAD_3F,23,7,stairs,To VICTORY_ROAD_3F
VICTORY_ROAD_2F,27,7,VICTORY_ROAD_3F,26,8,stairs,To VICTORY_ROAD_3F
VICTORY_ROAD_2F,29,7,ROUTE_23,14,31,door,To ROUTE_23
VICTORY_ROAD_2F,0,8,VICTORY_ROAD_1F,1,1,stairs,To VICTORY_ROAD_1F
VICTORY_ROAD_2F,25,14,VICTORY_ROAD_3F,27,15,stairs,To VICTORY_ROAD_3F
VICTORY_ROAD_3F,2,0,VICTORY_ROAD_2F,1,1,stairs,To VICTORY_ROAD_2F
VICTORY_ROAD_3F,23,7,VICTORY_ROAD_2F,23,7,stairs,To VICTORY_ROAD_2F
VICTORY_ROAD_3F,26,8,VICTORY_ROAD_2F,27,7,stairs,To VICTORY_ROAD_2F
VICTORY_ROAD_3F,27,15,VICTORY_ROAD_2F,25,14,stairs,To VICTORY_ROAD_2F
VIRIDIAN_CITY,18,0,ROUTE_2,8,71,edge,North edge to ROUTE_2
VIRIDIAN_CITY,32,7,VIRIDIAN_GYM,16,17,door,To VIRIDIAN_GYM
VIRIDIAN_CITY,21,9,VIRIDIAN_NICKNAME_HOUSE,2,7,door,To VIRIDIAN_NICKNAME_HOUSE
VIRIDIAN_CITY,21,15,VIRIDIAN_SCHOOL_HOUSE,2,7,door,To VIRIDIAN_SCHOOL_HOUSE
VIRIDIAN_CITY,29,19,VIRIDIAN_MART,3,7,door,To VIRIDIAN_MART
VIRIDIAN_CITY,23,25,VIRIDIAN_POKECENTER,3,7,door,To VIRIDIAN_POKECENTER
VIRIDIAN_CITY,0,29,ROUTE_22,39,9,edge,West edge to ROUTE_22
VIRIDIAN_CITY,20,35,ROUTE_1,10,0,edge,South edge to ROUTE_1
VIRIDIAN_FOREST,1,0,VIRIDIAN_FOREST_NORTH_GATE,4,7,gate,To VIRIDIAN_FOREST_NORTH_GATE
VIRIDIAN_FOREST,2,0,VIRIDIAN_FOREST_NORTH_GATE,4,7,gate,To VIRIDIAN_FOREST_NORTH_GATE
VIRIDIAN_FOREST,15,47,VIRIDIAN_FOREST_SOUTH_GATE,5,0,gate,To VIRIDIAN_FOREST_SOUTH_GATE
VIRIDIAN_FOREST,16,47,VIRIDIAN_FOREST_SOUTH_GATE,5,0,gate,To VIRIDIAN_FOREST_SOUTH_GATE
VIRIDIAN_FOREST,17,47,VIRIDIAN_FOREST_SOUTH_GATE,5,0,gate,To VIRIDIAN_FOREST_SOUTH_GATE
VIRIDIAN_FOREST,18,47,VIRIDIAN_FOREST_SOUTH_GATE,5,0,gate,To VIRIDIAN_FOREST_SOUTH_GATE
VIRIDIAN_FOREST_NORTH_GATE,5,0,ROUTE_2,3,11,door,To ROUTE_2
VIRIDIAN_FOREST_NORTH_GATE,4,7,VIRIDIAN_FOREST,1,0,door,To VIRIDIAN_FOREST
VIRIDIAN_FOREST_NORTH_GATE,5,7,VIRIDIAN_FOREST,1,0,door,To VIRIDIAN_FOREST
VIRIDIAN_FOREST_SOUTH_GATE,4,0,VIRIDIAN_FOREST,16,47,door,To VIRIDIAN_FOREST
VIRIDIAN_FOREST_SOUTH_GATE,5,0,VIRIDIAN_FOREST,16,47,door,To VIRIDIAN_FOREST
VIRIDIAN_FOREST_SOUTH_GATE,4,7,ROUTE_2,3,43,door,To ROUTE_2
VIRIDIAN_GYM,16,17,VIRIDIAN_CITY,32,7,door,To VIRIDIAN_CITY
VIRIDIAN_MART,3,7,VIRIDIAN_CITY,29,19,door,To VIRIDIAN_CITY
VIRIDIAN_NICKNAME_HOUSE,2,7,VIRIDIAN_CITY,21,9,door,To VIRIDIAN_CITY
VIRIDIAN_POKECENTER,3,7,VIRIDIAN_CITY,23,25,door,To VIRIDIAN_CITY
VIRIDIAN_SCHOOL_HOUSE,2,7,VIRIDIAN_CITY,21,15,door,To VIRIDIAN_CITY
WARDENS_HOUSE,4,7,FUCHSIA_CITY,27,27,door,To FUCHSIA_CITY
